price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
565250.0,185.0,4,2,2,yes,yes,yes,no,no,1,yes,semi-furnished
560000.0,291.6666666666667,4,2,2,yes,no,no,no,no,1,no,semi-furnished
560000.0,133.33333333333334,5,2,3,no,no,yes,yes,no,0,no,unfurnished
560000.0,130.55555555555554,4,1,2,yes,yes,yes,no,yes,1,no,furnished
560000.0,138.88888888888889,3,1,4,yes,no,no,no,no,0,no,furnished
560000.0,291.6666666666667,2,1,1,yes,no,no,no,no,1,no,semi-furnished
560000.0,152.77777777777777,3,2,2,yes,no,no,no,no,1,no,semi-furnished
560000.0,176.66666666666669,3,1,3,yes,no,no,no,no,0,yes,semi-furnished
560000.0,183.33333333333331,4,2,1,yes,no,yes,no,no,0,yes,semi-furnished
560000.0,142.66666666666669,3,1,2,yes,yes,yes,no,yes,0,yes,unfurnished
556500.0,122.22222222222221,4,1,2,yes,no,no,no,yes,2,yes,semi-furnished
556500.0,150.0,5,1,2,yes,yes,yes,no,yes,0,yes,furnished
553000.0,91.66666666666666,3,3,2,yes,no,yes,no,no,0,no,semi-furnished
553000.0,101.38888888888889,3,2,2,yes,no,no,no,no,2,no,semi-furnished
553000.0,169.44444444444446,3,2,1,yes,no,yes,no,no,2,yes,furnished
552300.0,191.66666666666669,3,1,1,yes,yes,yes,no,no,0,yes,semi-furnished
549500.0,78.25,4,2,2,no,yes,yes,no,no,1,no,furnished
549500.0,221.66666666666669,3,1,1,yes,no,no,no,no,2,no,semi-furnished
546000.0,87.5,3,2,1,yes,yes,yes,no,yes,0,no,furnished
546000.0,172.5,4,1,4,yes,yes,no,no,yes,0,no,furnished
546000.0,169.44444444444446,3,1,3,yes,yes,no,no,yes,0,yes,semi-furnished
546000.0,183.33333333333331,4,2,2,yes,yes,yes,no,no,0,yes,semi-furnished
542500.0,189.58333333333331,3,1,1,yes,yes,yes,no,yes,0,yes,semi-furnished
539000.0,186.38888888888889,3,2,2,yes,yes,yes,no,no,1,yes,furnished
538300.0,179.16666666666669,3,2,1,yes,yes,yes,yes,no,0,no,unfurnished
532000.0,216.66666666666669,3,1,1,yes,no,yes,no,yes,2,yes,unfurnished
528500.0,127.77777777777779,2,2,1,yes,no,no,no,yes,2,no,semi-furnished
525000.0,118.33333333333334,4,1,2,yes,no,yes,no,yes,0,no,furnished
525000.0,181.66666666666669,4,2,2,no,no,no,no,yes,0,no,semi-furnished
525000.0,152.77777777777777,3,2,1,yes,no,yes,no,no,0,no,semi-furnished
525000.0,285.25,3,1,1,yes,no,no,no,no,1,yes,semi-furnished
525000.0,233.3333333333333,3,1,2,yes,yes,yes,no,yes,2,yes,unfurnished
525000.0,147.22222222222223,4,2,1,yes,no,no,no,yes,0,yes,unfurnished
525000.0,105.55555555555556,3,1,2,yes,yes,yes,no,no,1,yes,unfurnished
525000.0,272.22222222222223,4,2,2,yes,yes,no,no,no,2,no,semi-furnished
525000.0,236.66666666666669,3,1,1,yes,no,no,no,yes,2,no,furnished
524300.0,168.05555555555554,3,1,1,yes,no,yes,no,no,0,yes,semi-furnished
522900.0,196.80555555555554,3,1,1,yes,yes,yes,no,no,2,yes,semi-furnished
521500.0,88.33333333333334,3,2,2,yes,no,no,no,no,2,no,semi-furnished
521500.0,125.0,4,2,1,no,no,yes,no,yes,2,no,semi-furnished
521500.0,200.0,3,1,2,yes,yes,yes,no,no,1,yes,furnished
514500.0,94.72222222222223,3,1,2,no,no,no,no,yes,0,no,semi-furnished
514500.0,221.66666666666669,3,1,1,yes,no,no,no,no,1,yes,semi-furnished
511000.0,83.33333333333334,3,2,2,yes,yes,yes,no,no,0,no,furnished
511000.0,83.33333333333334,3,1,2,yes,no,yes,no,no,0,no,unfurnished
511000.0,316.94444444444446,2,1,2,yes,no,no,no,no,0,yes,furnished
511000.0,169.44444444444446,3,1,1,yes,no,yes,no,yes,0,yes,semi-furnished
507500.0,158.88888888888889,2,1,2,yes,no,no,no,yes,0,yes,unfurnished
504000.0,98.33333333333334,2,1,1,no,yes,yes,no,no,0,no,semi-furnished
504000.0,211.11111111111111,4,1,2,yes,no,no,no,yes,2,no,furnished
504000.0,297.22222222222223,3,1,2,yes,yes,yes,no,no,0,no,semi-furnished
504000.0,183.33333333333331,3,1,1,yes,yes,yes,no,no,0,yes,furnished
503300.0,133.33333333333334,2,1,1,yes,yes,yes,no,no,0,no,semi-furnished
500500.0,226.38888888888886,3,2,1,yes,yes,yes,no,no,0,no,semi-furnished
497000.0,122.5,4,3,2,yes,no,yes,no,no,2,no,semi-furnished
497000.0,213.49999999999994,3,1,1,yes,yes,yes,yes,no,0,no,semi-furnished
495600.0,77.77777777777777,3,2,2,no,no,yes,no,yes,1,no,semi-furnished
493500.0,165.22222222222223,3,1,2,yes,no,no,no,yes,0,no,semi-furnished
490700.0,116.66666666666664,3,1,2,yes,no,no,no,no,1,no,furnished
490000.0,125.55555555555556,3,1,2,yes,no,yes,no,yes,0,no,semi-furnished
490000.0,113.75,3,1,2,no,yes,yes,no,yes,0,no,semi-furnished
490000.0,114.44444444444443,2,1,1,yes,no,yes,no,no,1,no,semi-furnished
490000.0,150.0,4,1,2,yes,no,no,no,no,0,no,semi-furnished
490000.0,132.5,3,1,1,yes,yes,yes,no,no,0,no,semi-furnished
490000.0,175.0,3,1,1,yes,no,no,no,yes,2,no,semi-furnished
490000.0,161.11111111111111,2,1,1,yes,yes,yes,no,yes,0,no,semi-furnished
490000.0,83.33333333333334,3,1,2,yes,no,yes,no,yes,0,no,semi-furnished
490000.0,82.5,3,1,3,yes,no,no,no,no,0,no,semi-furnished
490000.0,186.66666666666669,3,1,1,yes,no,no,no,no,0,no,unfurnished
490000.0,129.05555555555557,3,1,2,yes,yes,yes,no,no,2,no,semi-furnished
490000.0,358.33333333333337,3,1,1,yes,no,no,no,no,2,no,furnished
489300.0,95.0,4,2,2,yes,no,yes,no,yes,2,no,semi-furnished
489300.0,138.75,4,2,1,yes,no,yes,no,no,0,no,semi-furnished
486500.0,120.83333333333334,2,1,1,yes,no,yes,no,no,0,no,unfurnished
483000.0,115.55555555555556,3,1,3,yes,no,no,no,no,0,no,unfurnished
483000.0,167.77777777777777,3,1,1,yes,no,no,no,no,2,yes,semi-furnished
483000.0,190.61111111111114,3,1,2,yes,no,no,no,yes,2,yes,furnished
483000.0,133.75,2,1,1,yes,no,no,no,yes,0,yes,semi-furnished
479500.0,194.44444444444446,3,1,2,yes,no,yes,no,no,0,no,unfurnished
479500.0,225.0,4,1,4,yes,no,yes,no,yes,2,no,semi-furnished
476700.0,95.0,4,2,2,yes,no,no,no,no,0,no,semi-furnished
476000.0,254.6111111111111,2,1,1,yes,no,yes,no,yes,2,no,semi-furnished
476000.0,175.58333333333334,3,1,2,yes,no,yes,no,yes,1,no,furnished
476000.0,284.44444444444446,2,1,1,yes,no,no,no,yes,2,yes,unfurnished
475300.0,178.88888888888889,2,1,1,yes,no,no,no,yes,3,no,semi-furnished
469000.0,143.61111111111111,3,1,4,yes,no,no,no,yes,0,no,semi-furnished
469000.0,166.66666666666669,2,1,1,yes,no,yes,no,yes,1,no,furnished
469000.0,100.83333333333334,3,1,2,yes,no,no,no,no,2,no,semi-furnished
469000.0,268.52777777777777,4,2,2,yes,yes,yes,no,no,1,no,semi-furnished
469000.0,150.0,2,1,2,yes,no,no,no,no,0,yes,semi-furnished
469000.0,120.0,3,1,1,yes,no,no,no,no,0,yes,semi-furnished
465500.0,104.02777777777777,3,1,2,yes,no,yes,no,no,0,no,furnished
462000.0,115.55555555555556,3,1,1,yes,yes,yes,no,yes,0,no,unfurnished
462000.0,107.77777777777779,3,2,2,yes,no,yes,no,no,2,no,semi-furnished
462000.0,157.77777777777777,3,1,2,yes,yes,no,no,yes,1,no,semi-furnished
462000.0,79.72222222222223,2,1,2,yes,yes,yes,no,no,0,yes,semi-furnished
462000.0,139.16666666666666,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
461300.0,125.27777777777779,4,2,2,yes,no,yes,no,no,0,no,semi-furnished
458500.0,111.11111111111113,3,1,2,yes,no,no,no,no,1,no,furnished
458500.0,106.66666666666666,3,1,2,yes,no,no,no,no,1,yes,semi-furnished
455000.0,104.44444444444444,3,1,1,yes,no,no,no,no,2,no,semi-furnished
455000.0,101.11111111111111,3,1,2,yes,no,no,no,yes,0,no,furnished
455000.0,70.83333333333333,3,1,2,yes,no,yes,no,no,0,no,furnished
455000.0,147.77777777777777,3,1,2,yes,yes,yes,no,no,0,yes,semi-furnished
455000.0,148.88888888888889,3,1,2,yes,no,no,no,no,2,yes,unfurnished
455000.0,97.77777777777777,3,1,1,yes,no,no,no,no,0,yes,semi-furnished
455000.0,233.3333333333333,4,1,4,yes,no,no,no,no,3,no,unfurnished
454300.0,113.88888888888886,2,2,1,yes,yes,yes,no,no,0,no,semi-furnished
454300.0,138.61111111111111,4,2,2,yes,yes,yes,no,no,0,yes,furnished
451500.0,97.5,3,1,3,yes,no,no,no,no,0,no,semi-furnished
451500.0,95.83333333333334,3,1,2,yes,no,yes,no,no,1,no,semi-furnished
451500.0,273.8888888888889,3,1,1,yes,no,no,no,no,0,no,semi-furnished
451500.0,97.77777777777777,2,1,2,yes,no,no,no,no,0,yes,furnished
448000.0,125.27777777777779,4,1,2,yes,no,no,no,yes,2,no,semi-furnished
448000.0,163.47222222222223,2,1,1,yes,no,no,no,yes,1,no,unfurnished
448000.0,111.11111111111113,3,1,2,yes,no,no,no,no,2,no,furnished
448000.0,229.16666666666669,3,1,1,yes,no,no,no,no,0,no,furnished
448000.0,112.22222222222221,3,1,2,yes,no,no,no,no,1,no,semi-furnished
447300.0,176.66666666666669,2,1,1,yes,no,yes,no,yes,1,no,furnished
447300.0,87.83333333333333,3,1,2,yes,no,no,no,yes,1,no,furnished
447300.0,97.5,3,1,2,yes,no,no,no,no,0,no,semi-furnished
444500.0,104.16666666666666,2,1,1,yes,yes,yes,no,no,0,no,semi-furnished
441000.0,110.22222222222224,3,1,2,no,no,no,no,no,0,no,semi-furnished
441000.0,136.11111111111111,2,1,2,yes,no,yes,no,no,0,no,semi-furnished
440300.0,80.0,3,1,2,yes,no,no,no,no,0,yes,semi-furnished
440300.0,135.55555555555554,3,1,1,yes,no,no,no,no,2,yes,unfurnished
440300.0,136.66666666666666,3,1,2,yes,no,no,no,no,1,no,semi-furnished
438200.0,137.5,4,1,2,yes,no,no,no,yes,0,no,semi-furnished
437500.0,108.33333333333334,3,1,2,yes,no,no,no,no,0,no,unfurnished
434000.0,125.0,3,2,3,yes,no,no,yes,no,1,no,furnished
434000.0,52.91666666666667,5,1,2,no,no,yes,no,no,0,no,semi-furnished
434000.0,113.19444444444443,3,1,1,yes,yes,yes,no,no,2,no,semi-furnished
434000.0,97.22222222222223,4,1,2,yes,no,no,no,no,2,no,furnished
434000.0,179.16666666666669,4,1,2,yes,no,no,no,no,0,no,semi-furnished
431900.0,112.00000000000001,2,1,1,yes,no,yes,no,no,0,no,furnished
430500.0,122.22222222222221,2,1,1,yes,no,no,no,no,1,no,semi-furnished
430500.0,287.77777777777777,2,1,1,yes,no,no,no,no,1,yes,semi-furnished
427700.0,94.44444444444444,3,1,2,yes,no,yes,no,no,2,yes,semi-furnished
427000.0,176.66666666666669,2,1,1,yes,no,no,no,no,0,no,furnished
427000.0,176.66666666666669,2,1,2,yes,no,no,no,no,0,no,unfurnished
427000.0,125.0,2,1,1,yes,no,no,no,yes,2,no,furnished
427000.0,60.41666666666667,3,1,2,no,yes,yes,no,yes,0,no,unfurnished
427000.0,121.11111111111113,4,1,2,yes,no,no,no,no,0,no,furnished
427000.0,215.8333333333333,2,1,1,yes,no,no,no,no,1,no,furnished
423500.0,184.72222222222223,3,1,2,yes,yes,no,no,no,0,no,semi-furnished
423500.0,77.41666666666666,3,1,1,yes,no,yes,no,no,0,yes,furnished
420000.0,152.77777777777777,3,1,2,yes,no,no,no,yes,0,no,unfurnished
420000.0,140.0,3,1,2,yes,no,yes,no,yes,0,no,unfurnished
420000.0,162.5,2,1,1,yes,yes,yes,no,no,2,no,semi-furnished
420000.0,72.5,4,3,2,no,no,no,no,no,0,no,semi-furnished
420000.0,82.02777777777777,3,1,2,yes,no,yes,no,yes,0,no,unfurnished
420000.0,76.30555555555556,4,2,2,no,no,no,no,no,0,no,semi-furnished
420000.0,122.5,2,1,1,no,no,no,no,no,1,no,unfurnished
420000.0,111.11111111111113,4,2,2,no,no,no,no,no,0,no,semi-furnished
420000.0,64.58333333333333,3,1,2,no,no,no,no,no,0,no,semi-furnished
420000.0,127.77777777777779,3,2,2,yes,no,no,no,yes,1,no,semi-furnished
420000.0,101.11111111111111,3,2,2,yes,no,yes,no,no,0,no,unfurnished
420000.0,161.11111111111111,3,1,1,yes,no,no,yes,no,2,no,semi-furnished
420000.0,194.44444444444446,3,1,1,yes,no,no,no,no,3,no,furnished
420000.0,113.30555555555556,3,1,3,yes,no,no,no,no,0,no,semi-furnished
420000.0,97.77777777777777,3,1,2,yes,no,no,no,no,0,yes,semi-furnished
420000.0,59.58333333333332,3,1,3,yes,no,no,no,no,1,yes,unfurnished
420000.0,125.0,3,1,1,yes,no,yes,no,no,0,no,furnished
419300.0,229.16666666666669,3,1,1,yes,no,yes,no,no,3,no,semi-furnished
419300.0,95.83333333333334,3,1,2,yes,no,no,no,no,1,no,semi-furnished
416500.0,134.44444444444446,3,1,2,yes,no,no,no,no,1,no,semi-furnished
416500.0,113.33333333333334,3,1,2,yes,no,no,no,no,2,no,semi-furnished
416500.0,112.38888888888887,3,1,2,yes,no,yes,no,no,1,no,semi-furnished
413000.0,128.66666666666669,4,1,2,yes,no,no,no,yes,0,no,semi-furnished
413000.0,166.25,3,1,1,yes,no,yes,no,no,0,no,semi-furnished
412300.0,168.33333333333331,2,1,1,yes,no,yes,no,no,1,no,semi-furnished
409850.0,100.0,3,1,1,yes,no,yes,no,yes,0,yes,furnished
409500.0,102.22222222222223,3,2,2,yes,no,no,no,no,0,no,semi-furnished
409500.0,112.22222222222221,2,1,2,yes,no,no,no,no,1,no,semi-furnished
409500.0,155.55555555555554,2,1,1,yes,no,no,no,yes,0,no,semi-furnished
406000.0,163.88888888888889,4,2,2,no,no,yes,no,no,1,no,unfurnished
406000.0,138.66666666666669,3,2,2,yes,no,no,no,no,2,no,unfurnished
406000.0,120.55555555555556,3,1,1,yes,no,no,no,no,0,no,semi-furnished
406000.0,83.33333333333334,4,1,3,yes,no,yes,no,yes,2,no,semi-furnished
406000.0,120.0,3,1,2,yes,no,no,no,no,2,yes,furnished
402500.0,100.83333333333334,3,2,2,yes,no,no,yes,no,2,no,semi-furnished
402500.0,96.11111111111111,3,2,1,yes,no,yes,no,yes,1,no,furnished
402500.0,150.0,3,1,1,yes,no,no,no,no,3,no,semi-furnished
400750.0,125.0,3,1,2,no,no,yes,no,yes,0,no,semi-furnished
400750.0,96.11111111111111,4,1,2,yes,no,no,no,yes,0,no,semi-furnished
399000.0,113.88888888888886,4,1,1,no,no,yes,no,no,0,no,unfurnished
399000.0,180.0,3,1,2,no,no,no,no,yes,1,no,semi-furnished
399000.0,125.0,3,2,2,no,no,yes,no,yes,0,no,semi-furnished
399000.0,110.0,3,1,2,yes,no,no,no,no,0,no,furnished
399000.0,112.5,2,1,2,yes,yes,yes,no,no,0,yes,unfurnished
392000.0,201.66666666666669,3,2,1,yes,yes,yes,no,no,3,no,furnished
392000.0,152.77777777777777,4,1,2,yes,yes,yes,no,no,0,no,semi-furnished
392000.0,83.33333333333334,3,1,2,yes,no,no,no,no,0,no,semi-furnished
392000.0,91.38888888888889,2,1,1,yes,no,no,yes,no,1,no,furnished
392000.0,106.0,2,1,1,yes,no,yes,no,yes,2,no,furnished
392000.0,224.44444444444443,3,1,1,yes,no,no,no,yes,2,no,semi-furnished
392000.0,59.58333333333332,4,2,1,yes,no,yes,no,no,0,yes,unfurnished
388500.0,105.0,2,1,2,yes,yes,yes,no,no,0,no,semi-furnished
388500.0,88.33333333333334,4,2,2,yes,no,no,no,no,0,no,furnished
385000.0,147.22222222222223,5,2,2,yes,no,no,no,no,0,no,semi-furnished
